id;title;description;survey_document_id;created_at;updated_at;upvotes_count;downvotes_count;vote_average;all_comments_count;comments;attachments_bilder;bild;comments_inhalt
222;CO2eq Transparenz;"<p>Gemäss der Stadt St.Gallen verursachten die Bewohnerinnen und Bewohner der Stadt St.Gallen im Jahr 2018 im Durchschnitt 13.3t CO2 Äquivalente (1). Gemäss dem letzten IPCC Bericht ist absolut entscheidend, dass die verursachten Treibhausgasemissionen bis 2030 halbiert werden. Wir alle sind also gefordert, schnell zu handeln. Das bedeutet, dass neben öffentlicher Hand, Politik und Privatwirtschaft auch alle Einzelpersonen gefordert sind. Wir sind der Überzeugung, dass eine effektive Partizipation der St.Galler Bevölkerung speziell dann zustande kommt, wenn klar ist, woher diese 13.3t kommen. Dafür stellen wir uns eine Deklarationspflicht bei allen Finanztransaktionen vor. Das heisst, alle durch das Produkt oder die Dienstleistung verursachten Treibhausgas(CO2eq)-Emissionen (2) müssen deklariert und prominent dargestellt werden (auf Quittungen, auf Rechnungen und auf Produktpackungen). Die Emissionen sollen dabei auf ein Tages-, Wochen- oder Jahreskontingent bezogen werden. Das Jahreskontingent ergibt sich jeweils aus dem Zeitpunkt auf dem vereinbarten Absenkpfad (3). Gegebenenfalls könnten auch noch Kategorien wie Konsum, Wohnen und Mobilität oder direkt / indirekt (4) geschaffen werden. Soweit die Vision.</p><p>Konkret hat die Stadt durch die St. Galler Stadtwerken schon viele Informationen zum Energieverbrauch der Bevölkerung und somit zu den verursachten CO2eq im Bereich Wohnen. Nicht bekannt sind unseres Wissens die privat an Liegenschaften verkauften Energieträger Öl und Holz. Hierfür könnte eine Deklarationspflicht für die Grosslieferanten geschaffen werden. Weiter könnten auch die Emissionen, welche durch Dienste der Stadt (Infrastruktur, Schulen, Museen, …) verursacht werden auf die Bevölkerung verteilt ausgewiesen werden. Damit kann das eigene Restkontingent besser eingeschätzt werden.</p><p>Für einen ersten Schritt wäre unser Vorschlag eine städtische Datenbank zu schaffen, welche die CO2eq aller an die Liegenschaften verkauften Energieträger (5) erfasst (Elektrizität, Fernwärme, Gas, Öl, Holz). Aus dieser Datenbank soll dann halbjährlich ein personalisierter Statusbericht (6) erstellt und per Post an die Bevölkerung versendet werden. Neben der Transparenz zu den von den Bewohnerinnen und Bewohnern verursachten Treibhausgasen aus dem Wohnbereich, soll damit auch eine Stimmung geschaffen werden, dass wir als Gemeinschaft auf einem ambitionierten Weg befinden.</p><p> </p><p>(1) <a href=""https://ftp-sg.oca.ch/stadtparlament/523e9ecc2c204bc0ad12f24a846aec81-332.pdf"">https://ftp-sg.oca.ch/stadtparlament/523e9ecc2c204bc0ad12f24a846aec81-332.pdf</a></p><p>(2) Bei den Emissionen soll sichergestellt werden, dass nichts doppelt deklariert wird. Zum Beispiel müssten beim Kauf eines Abfallsacks der Stadt St.Gallen keine verursachten CO2eq deklariert werden, da die Entsorgung bereits in den Lebenszyklusanalysen der Produkte deren Reste verbrannt werden deklariert wurden. Dafür weisen die Spaghetti einen Anteil CO2eq aus, für die Verpackung die später im Abfallsack landet.</p><p>(3) Der St.Galler Absenkpfad könnte von der Stadt auf Basis der aktuellen Erkenntnisse (primär IPCC Report) vorgeschlagen, dann öffentlich verhandelt und zur Abstimmung gebracht werden.</p><p>(4) Direkt: von Bewohner direkt verursacht wie Konsum, indirekt: Emissionen welche durch die von Stadt / Kanton / Bund zur Verfügung gestellten Infrastruktur verursacht werden.</p><p>(5) Elektrizität für Mobilität soll wo möglich separat erfasst werden.</p><p>(6) Der Statusbericht soll so gut wie möglich die Emissionen der Wohnung, den Zielwert gemäss Absenkpfad und den Stadtdurchschnitt ausweisen.</p>";2564;2021-10-29T01:41:25+02:00;2021-10-29T01:41:25+02:00;0;0;0;1;"[{""id"": 70, ""user_id"": 53746, ""comment"": ""mit \""wir\"" ist die Firma originate gemeint (originate.ch)"", ""commentable_id"": 222, ""commentable_type"": ""App\\Models\\IdeaBoardEntry\\IdeaBoardEntry"", ""created_at"": ""2021-10-28 23:42:45"", ""updated_at"": ""2021-10-28 23:42:45"", ""deleted_at"": null, ""upvotes_count"": 0, ""downvotes_count"": 0, ""comments_count"": 0, ""isAdminComment"": false, ""user"": {""id"": 53746, ""nickname"": ""originate""}}]";;;"mit ""wir"" ist die Firma originate gemeint (originate.ch)"
220;Simplified Mobility - alles in einer App;<p>Eine App bei der man einen monatlichen Fixbetrag bezahlt (Abo-Modell AppStore) und dafür alle ÖV's der Stadt <strong>inkl.</strong> E-Scooter und E-Velo's (aktuell Tier und SBB) uneingeschränkt nutzen kann. Dazu zeigt die App den schnellsten Weg innerhalb der Stadt und die möglichen Transportmittel an und zeigt gleichzeitig die eingesparte Menge an CO2 sowie Kosten gegenüber PW auf. Das Ziel sind weniger PW's in der Stadt und dank der einfachen Nutzung eine höhere Auslastung des ÖV's sowie eine breitere Nutzung (und späterer Ausbau) des E-Mobilitäts Angebotes.   </p>;2564;2021-10-28T23:54:14+02:00;2021-10-28T23:54:14+02:00;1;0;1;1;"[{""id"": 71, ""user_id"": 53746, ""comment"": ""Mir gefällt die Idee, Mietvelos und E-Scooter in das ÖV Ökosystem zu integrieren."", ""commentable_id"": 220, ""commentable_type"": ""App\\Models\\IdeaBoardEntry\\IdeaBoardEntry"", ""created_at"": ""2021-10-28 23:57:56"", ""updated_at"": ""2021-10-28 23:57:56"", ""deleted_at"": null, ""upvotes_count"": 0, ""downvotes_count"": 0, ""comments_count"": 0, ""isAdminComment"": false, ""user"": {""id"": 53746, ""nickname"": ""originate""}}]";;;Mir gefällt die Idee, Mietvelos und E-Scooter in das ÖV Ökosystem zu integrieren.
197;CO2-Rechner: Eine App für die Sensibilisierung der Gesellschaft und Sammlung von wichtigen Daten;<p>CO2-Rechner     </p><p>Die Idee wäre eine App zu entwickeln, um die Produktion von CO2 der Schweiz und der einzelnen Benutzer zu berechnen.  Damit wird gleichzeitig versucht die Gesellschaft zu sensibilisieren, individualisierte Tipps den Anwendern zu geben und nützliche Daten, welche Hinweise auf die grössten Herausforderungen für die Klima-Neutralität geben sollten, zu sammeln</p><p>1)     Am Anfang bietet die App die folgenden Informationen an:</p><p>        a)      die nationale Entwicklung der Produktion von CO2</p><p>        b)      Mögliche Gründe (wieso ist es besser geworden oder wo liegen weitere    Herausforderungen?)</p><p>        c)      Tipps Wie die Bevölkerung, KMUs und Grossunternehmen sich im Alltag / Geschäftsalltag engagieren können.</p><p>2)     Anwender werden nach ihren Merkmalen gefragt:</p><p>        a)      Wichtig! Alle privat Informationen sollten geschützt sein. Rückschlüsse auf Personen sollten vermeidet werden (keine Ausweis, genaue Adresse...)</p><p>        b)     Nur Informationen, die Relevant für die CO2-Produktion sollten gefragt werden. </p><p>                 i)       Z.B.: E-Mobilität, Treibstoff von Auto, Konsum-Güter die mit der Produktion von CO2 verbunden sind</p><p>3)     Anwender bekommen die eigene Kurve von CO2:</p><p>       a)      Welche ist der individuelle Beitrag der Anwender für die CO2-Produktion?</p><p>       b)     Wie ist die Kurve der Anwender im Vergleich mit dem Durchschnitt der Schweiz? Und im Vergleich mit anderen Anwendern vom gleichen Kanton (z.B.)?</p><p>       c)      Wie wäre die Prognose von CO2-Produktion, wenn alle Akteure weiter das gleiche Verhältnis behalten würden? Welche sind mögliche Auswirkungen?</p><p>4)     Anwender bekommen Tipps für ihr eigenes Profil:</p><p>      a)      Wie könnten Sie in Ihrem Alltag weniger zur CO2-Produktion beitragen</p><p>      b)     Falls alle Anwender die gleichen Massnahmen einsetzen würden, welche wäre der Unterschied im Vergleich mit der vorherigen Prognose (3c)</p><p> </p><ul><li>Bevölkerung und Unternehmen werden sensibilisiert.</li><li> Die gesammelten Informationen können für die Entwicklung neue gezielte Verwaltungs-/Regierungsmassnahmen verwendet werden.</li><li> Unternehmen können davon für Werbung profitieren.</li><li> Möglichkeit für eine Partnerschaft mit Nachhaltigen Unternehmen für die Entwicklung der App</li></ul><p><br /></p><p>** Ps: es wäre auch interessant ein Kommunikationskanal, welche die Bevölkerung benutzen könnte, um die eigenen Ideen, Herausforderungen bezüglich nachhaltiger Massnahmen mitzuteilen. </p>;2564;2021-10-07T03:58:04+02:00;2021-10-07T03:58:04+02:00;3;1;2;1;"[{""id"": 60, ""user_id"": 53393, ""comment"": ""Sehr interessant!"", ""commentable_id"": 197, ""commentable_type"": ""App\\Models\\IdeaBoardEntry\\IdeaBoardEntry"", ""created_at"": ""2021-10-21 11:08:04"", ""updated_at"": ""2021-10-21 11:08:04"", ""deleted_at"": null, ""upvotes_count"": 0, ""downvotes_count"": 0, ""comments_count"": 0, ""isAdminComment"": false, ""user"": {""id"": 53393, ""nickname"": ""j8h4x5sS""}}]";;;Sehr interessant!
204;Baubranche und Umweltthemen - TUN;"<p>In der Baubranche sind viele tolle Menschen täglich am Werk. Die Herausforderung ist, dass tolle Ideen nicht so leicht den Umsetzungsweg finden. Was TUN? TUN wir es und Beginnen: Einander kennen lernen, Umweltthemen bestimmen, Gruppen bilden, mit professioneller Hilfe im Hilfe von Projektmanagement umsetzen. Handwerk, Behörden, FHO, UNI, EMPA, Startfeld, Industrie, Verwaltungen und viele Akteure teilen ihr Wissen und helfen, diese gemeinsam in den Alltag einzuflechten. Das WIE ist durchdacht und einsatzfähig! Beginnen wir mit möglichst vielen Interessierten an einem ""grünen"" Tisch. Viele tolle Themen warten auf die Umsetzung, welche die Baubranche, die aktiven Teilnehmer und der Bevölkerung nutzen stiften werden.</p>";2564;2021-10-25T09:27:55+02:00;2021-10-25T09:27:55+02:00;1;0;1;0;;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/9fa1faaa-9100-41d5-ab33-11685bfcafb3.jpg?signature=1ca37dc25dbd931af3f0a85f76aacac6eb0eb345fb93d4d1f20951991d9d644b;https://daten.stadt.sg.ch/api/v2/catalog/datasets/ideensammlung-zur-city-challenge-2021-der-stadt-stgallen/files/6d74f66e0bd826727af2b8f861df0201;
209;Fassadenbegrünung;<p>Die Stadt fördert die Begrünung von Gebäudefassaden durch finanzielle Unterstützung, Beratung und Unterhalt. </p><p>Über eine digitale Plattform sollen Fassaden automatisiert gekennzeichnet werden, welche ein optimales Wachstum für heimische Pflanzen garantieren. Die Bevölkerung kann sich über die Plattform für eine Begrünung anmelden. </p><p>Die Plattform soll auch zur Vernetzung der Mitglieder dienen und den Erfahrungsaustausch fördern. </p><p>Durch die Fassadenbegrünung kann CO2 auf natürliche Art und Weise gespeichert werden. Zudem hilft die Begrünung für eine lokale Klimaregulation der Stadt bei Hitzetagen und sie fördert die Biodiversität. </p><p>St.Gallen soll zur begrünten Vorzeigestadt werden. </p>;2564;2021-10-27T09:33:36+02:00;2021-10-27T09:33:36+02:00;0;0;0;0;;;;
228;St.Galler Stadtvelo im Abo;<p>Zur Frage: Wie kann der Fuss- und Veloverkehr in der Stadt gefördert werden? Die Stadt St.Gallen bietet ein <strong>St.Galler Stadtvelo</strong> für alle an, die in der Stadt ein Fahrrad brauchen, aber keines haben. Das ist für Pendler interessant, die mit dem Zug kommen. Bisherige Auto-Pendler könnten dadurch ebenfalls auf dem Zug umsteigen, da sie ab Bahnhof aufs Stadtvelo umsteigen können. Absender könnten die St.Galler Stadtwerke sein. Auch St.Galler Unternehmen könnten zum Mitmachen motiviert werden mit Anreizen: Wenn sie es schaffen, 10 Mitarbeitende zu einem Stadtvelo-Abo zu bewegen, erhalten sie eine Gutschrift auf die Stromrechnung (nur als Beispiel für einen Anreiz). Pricing: Ich schlage ein Abo-System vor: z.B. monatlich, vierteljährlich, jährlich</p><p>Die Non-Profit-Organisation Projekt-Werkstatt könnte für den Unterhalt der Bikes zuständig sein. Damit wir der NPO-Charakter unterstrichen und es wird gleichzeitig auch noch etwas Soziales/Nachhaltiges mit dem Projekt unterstützt.  </p><p><br /></p>;2564;2021-10-29T18:36:52+02:00;2021-10-29T18:36:52+02:00;1;0;1;0;;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/577255d4-962d-4c5d-a360-50ce99c0bc2c.jpeg?signature=03956ea3750b9421ac3b31889bc0d90d7a8d58d2d1eaa6bf32acd5360f7c9976;https://daten.stadt.sg.ch/api/v2/catalog/datasets/ideensammlung-zur-city-challenge-2021-der-stadt-stgallen/files/1d0728a08200ac052ca486a87b247e2a;
200;Danke im Voraus!;"<p>Wenn jeder Erwachsene in der Stadt SG täglich eine E-Mail weniger verschicken würde, entspräche dies einer CO2-Einsparung von über 200 Flügen von Zürich nach London pro Jahr. </p><p>Die Stadt St. Gallen könnte </p><p>1. eine ""Danke im Voraus"" Kampagne lancieren, um alle zu ermutigen, nachzudenken, bevor sie sich bedanken, und so Millionen von nicht wirklich notwendigen E-Mails und Tonnen von CO2-Äquivalenten einsparen. </p><p>2. Eine Software entwickeln, die unnötige E-Mails erkennt und den Benutzer vor den möglichen Umweltfolgen warnt. </p><p>Dies basiert auf der einfachen Berechnung, dass eine E-Mail 0,000001 Tonnen CO2-Äquivalent erzeugt und die erwachsene Bevölkerung von St. Gallen fast 68.000 beträgt.</p>";2564;2021-10-20T20:22:10+02:00;2021-10-20T20:22:10+02:00;1;1;0;1;"[{""id"": 64, ""user_id"": 53436, ""comment"": ""Spannende Idee. Wie aber soll bitte eine Software erkennen, ob eine E-Mail unnötig ist? Da ist der Schritt zur Zensur dann nicht mehr weit. Aber die Idee, Bewusstsein zu schaffen, dass eben auch Digitales viel Energie kostet, ist ein interessanter Ansatz."", ""commentable_id"": 200, ""commentable_type"": ""App\\Models\\IdeaBoardEntry\\IdeaBoardEntry"", ""created_at"": ""2021-10-22 15:05:10"", ""updated_at"": ""2021-10-22 15:05:10"", ""deleted_at"": null, ""upvotes_count"": 0, ""downvotes_count"": 0, ""comments_count"": 1, ""isAdminComment"": false, ""user"": {""id"": 53436, ""nickname"": ""9PiigarS""}}]";;;Spannende Idee. Wie aber soll bitte eine Software erkennen, ob eine E-Mail unnötig ist? Da ist der Schritt zur Zensur dann nicht mehr weit. Aber die Idee, Bewusstsein zu schaffen, dass eben auch Digitales viel Energie kostet, ist ein interessanter Ansatz.
196;ÖV günsitger machen;"<p>Das einfachste ist wenn man die ÖV im Kanton SG günstiger machen würde. Warum lange überlegen wenn die Lösung so einfach ist ;)</p>";2564;2021-10-06T18:23:11+02:00;2021-10-06T18:23:11+02:00;1;2;-1;1;"[{""id"": 65, ""user_id"": 53436, ""comment"": ""Und wer bezahlt das?"", ""commentable_id"": 196, ""commentable_type"": ""App\\Models\\IdeaBoardEntry\\IdeaBoardEntry"", ""created_at"": ""2021-10-22 15:39:16"", ""updated_at"": ""2021-10-22 15:39:16"", ""deleted_at"": null, ""upvotes_count"": 0, ""downvotes_count"": 0, ""comments_count"": 0, ""isAdminComment"": false, ""user"": {""id"": 53436, ""nickname"": ""9PiigarS""}}]";;;Und wer bezahlt das?
206;Sanierung und Innovation;"<p>St. Gallen ist eine unglaublich tolle Stadt hat aber extrem viele alte Gebäude, die dem heutigen Energiestandart absolut nicht entsprechen. Sei es bei den Elektroinstallationen, Fenstern, Fassaden und vielen weiteren Punkten. </p><p>Man könnte Tonnen an Co2 durch richtiges Sanieren und Innovationen einsparen. Ich meine damit, das auch vermehrt bei MFH Überbauungen auf Solar und PV Anlagen gesetzt werden muss (egal ob Alt- oder Neubau). Diese Überbauungen können sich somit selbst und auch die Nachbarschaft versorgen. </p><p>Ziehen wir noch ein anderes Beispiel heran, unzwar das Thema Fenster und Verglasungen. Ein Fenstertausch kann alleine 2 Tonnen Co2 Ausstoß pro Einfamilienhaus im Jahr einsparen. Rechnen wir das mal hoch, bei einem Anteil von 700´000 Einfamilienhäuser (<strong>Bj. bis 2000 - Altbau</strong>). </p><p><strong><u>700´000 EFH x 2t. Co2 = 1´400´000t Co2 Einsparung pro Jahr. </u></strong></p><p>Des weiteren würde durch die menge an Gebäuden auch gleichzeitig mehr Arbeitsplätze im Kanton geschaffen werden. Der Standort St. Gallen wird somit aber auch noch attraktiver für Arbeitgeber und Arbeitnehmer. Zusätzlich könnte man ein Vorreiter-Kanton werden im Bezug auf Klimaneutrales/Co2 armes sanieren werden. </p><p>Es gibt 100te Möglichkeiten alleine bei unseren Wohn- &amp; Gewerbeimmobilien Co2 einzusparen. Es ist auch egal was für Gebäude es sind, den für jedes Problem gibt es immer eine Lösung. Es gibt viele Lösungsansätze in der Baubranche, man muss nur mutig sein und sich trauen! </p><p><br /></p><p>Der konkrete Vorschlag wäre eine attraktive und einladenden Subventionierung für Nachhaltiges oder Co2 senkendes sanieren. Und das über die nächsten 10-15 Jahre. Zusätzlich eine Plattform auf der sich Hauseigentümer respektive Sanierungswillige über Bauelemente, etc informieren können. Über Nachhaltigkeit, Lieferwege, Produktionsstandort, Nachhaltigkeit der Produktion, etc.  </p>";2564;2021-10-26T16:33:01+02:00;2021-10-26T16:33:01+02:00;1;0;1;0;;;;
205;PV-Anlage - Nutzung auch für Gebäudeexterne;<p>Wird eine PV-Anlage z.B. auf ein EFH installiert wird, kann zur Zeit nur der EFH-Bewohner von der PV-Anlage direkt profitieren.</p><p>Meine Idee wäre das auch andere Familienangehörige, die separat wohnen, von der PV-Anlage profitieren können und den Strom direkt nutzen können. Es fällt lediglich eine Nutzungsgebühr für die öffentliche Energienetzversorgung an.</p><p>Dieses fördert auch, das Externe eine Wärmepumpe bei sich installieren, da dieses rentabler werden könnte.</p><p>Denkbar wäre auch das Industrien, die oft eine grossen Flachdach besitzen, ihr Mitarbeiter direkt  mit Strom versorgen können.</p><p>Durch die Vernetzung der einzelnen PV-Anlage wird die PV-Anlage der Eigentümer gleichzeitig rentabler. Die CO2 Emissionen reduziert sich insgesamt.  </p><p>Die Kommunikation der Haushalte muss durch Smart Grid respektiv Router verbunden werden.</p>;2564;2021-10-25T16:00:08+02:00;2021-10-25T16:00:08+02:00;2;1;1;0;;;;
207;Flechten, Algen und Moose sind Großspeicher für Stickstoff und CO2;<p>Gemeinschaften aus Flechten, Algen, Moosen, Farnen und Pilzen fixieren jährlich 50 Millionen Tonnen und damit 50 Prozent dieses Luftstickstoffs, der an Land gebunden wird. Sie binden gleichzeitig so viel Kohlendioxid, wie pro Jahr durch Waldbrände und die Verbrennung von Biomasse weltweit freigesetzt wird. Dazu bieten Sie wertvollen Insekten und anderen Kleintieren ein Lebensraum und versteck. Ein weitern Vorteil gibt es noch, es lässt sich innen wie außen umsetzen. </p><p><br /></p><p>Daher lasst uns unsere Stadt mit Gemeinschaften aus Flechten, Algen, Moosen, Farnen und Pilzen gestallten.  Wie so etwas aussehen könnte, könnt Ihr unten im Bild sehen. </p>;2564;2021-10-26T16:51:08+02:00;2021-10-26T16:51:08+02:00;3;0;3;0;;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/75bacfcf-6dc9-461f-8a48-37b3221f7ae6.jpg?signature=1f5b09b6af39af7269d57c0091298284d23101a27b35973010d6d1ce689a8c20;https://daten.stadt.sg.ch/api/v2/catalog/datasets/ideensammlung-zur-city-challenge-2021-der-stadt-stgallen/files/f9fe66abcbe76af1fc0d2d0d0572d8db;
199;CO2 Green City Team;<p>Um CO2 aktive einsparen zu können muss man an die grossen Verursacher kommen. Dies sind in der Stadt vor allem die grösseren Unternehmen sowie Gebäudeeinheiten.</p><p><br /></p><p>Das Problem ist jedoch, dass viele von sich aus nichts ändern. Hier muss die Stadt ein wenig nachhelfen mit dem CO2 Green City Team.</p><p><br /></p><p>Das Team besteht aus zwei bis drei Experten, welche für die Stadt arbeiten und all die Firmen etc. anfragen für ein kostenloses Beratungsgespräch. Dabei soll das Team das Unternehmen besichtigen und Ihnen Möglichkeiten aufzeigen, wo Sie einen Beitrag zur CO2-Neutralität leisten können.</p><p><br /></p><p>Das können Firmen sein die etwas Produzieren aber auch Verwaltungen oder Restaurants welche z.B. LED Lampen in ihren Gängen einsetzen können oder ein Nachtlicht mittels Zeitschaltuhr nicht mehr die ganze Nacht brennen lassen.</p><p><br /></p><p>Es soll dann eine Webseite geben, wo die mitgemachten Unternehmen mit Logo etc. abgebildet werden damit man auch sieht, dass Sie sich bemühen. Ebenso sollen die besten Verbesserungen, welche umgesetzt wurden mittels eines Preises (jedes Jahr von neuem) belohnt werden.</p><p><br /></p><p>Da für jedes Unternehmen eine positive Wahrnehmung von den Kunden wichtig ist, ist der Anreiz der Unternehmen sicherlich hoch auch einen Beitrag zu leisten.</p><p><br /></p><p>Natürlich soll auch die Stadt und Ihre Gebäude hier als positives Beispiel diesen CO2 Check machen und aktive etwas verbessern.</p>;2564;2021-10-13T18:51:56+02:00;2021-10-13T18:51:56+02:00;3;0;3;1;"[{""id"": 63, ""user_id"": 53436, ""comment"": ""Das tönt nach einem vernünftigen Ansatz. Ein Beratungsteam zeigt Sparpotenzial auf. Auch aus unternehmerischer Sicht spannend."", ""commentable_id"": 199, ""commentable_type"": ""App\\Models\\IdeaBoardEntry\\IdeaBoardEntry"", ""created_at"": ""2021-10-22 15:01:56"", ""updated_at"": ""2021-10-22 15:01:56"", ""deleted_at"": null, ""upvotes_count"": 0, ""downvotes_count"": 0, ""comments_count"": 0, ""isAdminComment"": false, ""user"": {""id"": 53436, ""nickname"": ""9PiigarS""}}]";;;Das tönt nach einem vernünftigen Ansatz. Ein Beratungsteam zeigt Sparpotenzial auf. Auch aus unternehmerischer Sicht spannend.
203;Verbesserung der Klimabilanz von Mittagsmenus;<p>Küchenchefs von St. Galler Gemeinschaftsgastronomie-Betrieben und weiteren interessierten Restaurants wird eine digitale Datenbank mit der Klimabilanz von verschiedenen Menus zur Verfügung gestellt. Den Gästen wird der CO2-Impact der Gerichte transparent kommuniziert und sie können die Menus online bewerten. So sehen die Köche, welche Menus bei ihren Gästen gut ankommen und können anhand der beiden Faktoren CO2-Ausstoss und Beliebtheit ihr Mittagsangebot optimieren.</p>;2564;2021-10-25T00:06:41+02:00;2021-10-25T00:06:41+02:00;3;1;2;0;;;;
